image_id,image_path,mask_path,prompt,dataset,split
crack_crack283_jpg.rf.9e4d671411485971c5fc95b528488523,data/dataset2_raw/train/crack283_jpg.rf.9e4d671411485971c5fc95b528488523.jpg,data/dataset2/masks/train/crack283_jpg.rf.9e4d671411485971c5fc95b528488523.png,segment crack,crack,train
crack_3819_jpg.rf.f91f1d6748c08398c46900b0b59907a4,data/dataset2_raw/train/3819_jpg.rf.f91f1d6748c08398c46900b0b59907a4.jpg,data/dataset2/masks/train/3819_jpg.rf.f91f1d6748c08398c46900b0b59907a4.png,segment wall crack,crack,train
crack_crack283_jpg.rf.74488ca2e20df9b0ea801218452f8502,data/dataset2_raw/train/crack283_jpg.rf.74488ca2e20df9b0ea801218452f8502.jpg,data/dataset2/masks/train/crack283_jpg.rf.74488ca2e20df9b0ea801218452f8502.png,segment crack,crack,train
crack_brick_cracking60_jpg.rf.0ecb7c056a0e84cc3155f4a3a0a8c574,data/dataset2_raw/train/brick_cracking60_jpg.rf.0ecb7c056a0e84cc3155f4a3a0a8c574.jpg,data/dataset2/masks/train/brick_cracking60_jpg.rf.0ecb7c056a0e84cc3155f4a3a0a8c574.png,segment crack,crack,train
crack_cracking0106_jpg.rf.11aee30137fd95098fcab7793a663902,data/dataset2_raw/train/cracking0106_jpg.rf.11aee30137fd95098fcab7793a663902.jpg,data/dataset2/masks/train/cracking0106_jpg.rf.11aee30137fd95098fcab7793a663902.png,segment crack,crack,train
crack_concrete_cracks5_jpg.rf.6bf6f2738a7d2a6247f2c7df9725981f,data/dataset2_raw/train/concrete_cracks5_jpg.rf.6bf6f2738a7d2a6247f2c7df9725981f.jpg,data/dataset2/masks/train/concrete_cracks5_jpg.rf.6bf6f2738a7d2a6247f2c7df9725981f.png,segment wall crack,crack,train
crack_3360_jpg.rf.4254a6012cae7f7776164fc32123f79d,data/dataset2_raw/train/3360_jpg.rf.4254a6012cae7f7776164fc32123f79d.jpg,data/dataset2/masks/train/3360_jpg.rf.4254a6012cae7f7776164fc32123f79d.png,segment wall crack,crack,train
crack_cracking0102081_jpg.rf.8518b7a53db2fdfa1614898eb2dc82a9,data/dataset2_raw/train/cracking0102081_jpg.rf.8518b7a53db2fdfa1614898eb2dc82a9.jpg,data/dataset2/masks/train/cracking0102081_jpg.rf.8518b7a53db2fdfa1614898eb2dc82a9.png,segment crack,crack,train
crack_cracking543_jpg.rf.2f844ea63353d33be15c6b72842ff96a,data/dataset2_raw/train/cracking543_jpg.rf.2f844ea63353d33be15c6b72842ff96a.jpg,data/dataset2/masks/train/cracking543_jpg.rf.2f844ea63353d33be15c6b72842ff96a.png,segment wall crack,crack,train
crack_crack229_jpg.rf.4485ac00cf9a72af851384aa999abb13,data/dataset2_raw/train/crack229_jpg.rf.4485ac00cf9a72af851384aa999abb13.jpg,data/dataset2/masks/train/crack229_jpg.rf.4485ac00cf9a72af851384aa999abb13.png,segment wall crack,crack,train
crack_cracking501_jpg.rf.e35fdc554eef7c00fbea4e567ff08058,data/dataset2_raw/train/cracking501_jpg.rf.e35fdc554eef7c00fbea4e567ff08058.jpg,data/dataset2/masks/train/cracking501_jpg.rf.e35fdc554eef7c00fbea4e567ff08058.png,segment crack,crack,train
crack_3820_jpg.rf.147c29d5b92866b056f91de1f88d6cee,data/dataset2_raw/train/3820_jpg.rf.147c29d5b92866b056f91de1f88d6cee.jpg,data/dataset2/masks/train/3820_jpg.rf.147c29d5b92866b056f91de1f88d6cee.png,segment crack,crack,train
crack_cracking013_jpg.rf.26b658411f087ee19fb50cdc0e46ba11,data/dataset2_raw/train/cracking013_jpg.rf.26b658411f087ee19fb50cdc0e46ba11.jpg,data/dataset2/masks/train/cracking013_jpg.rf.26b658411f087ee19fb50cdc0e46ba11.png,segment crack,crack,train
crack_brick_cracking38_jpg.rf.6d375549aba8678d2bd9cbf60782db37,data/dataset2_raw/train/brick_cracking38_jpg.rf.6d375549aba8678d2bd9cbf60782db37.jpg,data/dataset2/masks/train/brick_cracking38_jpg.rf.6d375549aba8678d2bd9cbf60782db37.png,segment wall crack,crack,train
crack_concrete_cracks5_jpg.rf.df76a93660391041d13081d6f9a486e2,data/dataset2_raw/train/concrete_cracks5_jpg.rf.df76a93660391041d13081d6f9a486e2.jpg,data/dataset2/masks/train/concrete_cracks5_jpg.rf.df76a93660391041d13081d6f9a486e2.png,segment crack,crack,train
crack_3360_jpg.rf.c4eb3c4ad7bf7de46848f2555cde740e,data/dataset2_raw/train/3360_jpg.rf.c4eb3c4ad7bf7de46848f2555cde740e.jpg,data/dataset2/masks/train/3360_jpg.rf.c4eb3c4ad7bf7de46848f2555cde740e.png,segment crack,crack,train
crack_beams_shear_failure-10_jpg.rf.8455f5d886674b077f1df3ff9075f8c3,data/dataset2_raw/train/beams_shear_failure-10_jpg.rf.8455f5d886674b077f1df3ff9075f8c3.jpg,data/dataset2/masks/train/beams_shear_failure-10_jpg.rf.8455f5d886674b077f1df3ff9075f8c3.png,segment wall crack,crack,train
crack_crack234_jpg.rf.0094e8e24a9b1d1cfdcc82cb58e8c7b8,data/dataset2_raw/train/crack234_jpg.rf.0094e8e24a9b1d1cfdcc82cb58e8c7b8.jpg,data/dataset2/masks/train/crack234_jpg.rf.0094e8e24a9b1d1cfdcc82cb58e8c7b8.png,segment crack,crack,train
crack_crack283_jpg.rf.5e9513c195126120efdaa67f32a9e705,data/dataset2_raw/train/crack283_jpg.rf.5e9513c195126120efdaa67f32a9e705.jpg,data/dataset2/masks/train/crack283_jpg.rf.5e9513c195126120efdaa67f32a9e705.png,segment wall crack,crack,train
crack_00375-Copy_jpg.rf.ef7e54d7b8e5b77194d464ed03cbbca1,data/dataset2_raw/train/00375-Copy_jpg.rf.ef7e54d7b8e5b77194d464ed03cbbca1.jpg,data/dataset2/masks/train/00375-Copy_jpg.rf.ef7e54d7b8e5b77194d464ed03cbbca1.png,segment crack,crack,train
crack_crack288_jpg.rf.6885f3adb361f29ef93a35888a49e71f,data/dataset2_raw/train/crack288_jpg.rf.6885f3adb361f29ef93a35888a49e71f.jpg,data/dataset2/masks/train/crack288_jpg.rf.6885f3adb361f29ef93a35888a49e71f.png,segment wall crack,crack,train
crack_cracking013_jpg.rf.b9a51f6201859d50e2dfcf1be08d52b3,data/dataset2_raw/train/cracking013_jpg.rf.b9a51f6201859d50e2dfcf1be08d52b3.jpg,data/dataset2/masks/train/cracking013_jpg.rf.b9a51f6201859d50e2dfcf1be08d52b3.png,segment crack,crack,train
crack_crack289_jpg.rf.3271b5f51691bbdc5b11d99454c067c8,data/dataset2_raw/train/crack289_jpg.rf.3271b5f51691bbdc5b11d99454c067c8.jpg,data/dataset2/masks/train/crack289_jpg.rf.3271b5f51691bbdc5b11d99454c067c8.png,segment crack,crack,train
crack_crack228_jpg.rf.3724f6a1ee2aa7ed95a17736d4dab585,data/dataset2_raw/train/crack228_jpg.rf.3724f6a1ee2aa7ed95a17736d4dab585.jpg,data/dataset2/masks/train/crack228_jpg.rf.3724f6a1ee2aa7ed95a17736d4dab585.png,segment crack,crack,train
crack_3253_jpg.rf.2d249aa622da3d3d07173ad4f3580e21,data/dataset2_raw/train/3253_jpg.rf.2d249aa622da3d3d07173ad4f3580e21.jpg,data/dataset2/masks/train/3253_jpg.rf.2d249aa622da3d3d07173ad4f3580e21.png,segment wall crack,crack,train
crack_brick_cracking42_jpg.rf.746a2666fdc14f16aaff21bb23aebeea,data/dataset2_raw/train/brick_cracking42_jpg.rf.746a2666fdc14f16aaff21bb23aebeea.jpg,data/dataset2/masks/train/brick_cracking42_jpg.rf.746a2666fdc14f16aaff21bb23aebeea.png,segment wall crack,crack,train
crack_cracking0118_jpg.rf.59f7f239e4a5c545d9efeaf19bbc1d58,data/dataset2_raw/train/cracking0118_jpg.rf.59f7f239e4a5c545d9efeaf19bbc1d58.jpg,data/dataset2/masks/train/cracking0118_jpg.rf.59f7f239e4a5c545d9efeaf19bbc1d58.png,segment crack,crack,train
crack_2504_jpg.rf.37df572e8325f28607998126eab2984a,data/dataset2_raw/train/2504_jpg.rf.37df572e8325f28607998126eab2984a.jpg,data/dataset2/masks/train/2504_jpg.rf.37df572e8325f28607998126eab2984a.png,segment crack,crack,train
crack_2524_jpg.rf.172da72aab8930fcea1ddd963cb38011,data/dataset2_raw/train/2524_jpg.rf.172da72aab8930fcea1ddd963cb38011.jpg,data/dataset2/masks/train/2524_jpg.rf.172da72aab8930fcea1ddd963cb38011.png,segment wall crack,crack,train
crack_cracking92_jpg.rf.5294c876f2473e333cd34d42898ef71b,data/dataset2_raw/train/cracking92_jpg.rf.5294c876f2473e333cd34d42898ef71b.jpg,data/dataset2/masks/train/cracking92_jpg.rf.5294c876f2473e333cd34d42898ef71b.png,segment crack,crack,train
crack_cracking0102240_jpg.rf.b948de6ac9481b4039bd6a5249e476a7,data/dataset2_raw/train/cracking0102240_jpg.rf.b948de6ac9481b4039bd6a5249e476a7.jpg,data/dataset2/masks/train/cracking0102240_jpg.rf.b948de6ac9481b4039bd6a5249e476a7.png,segment crack,crack,train
crack_a_10_0_png_jpg.rf.5e5625f677d93b078f03df4f462cabb0,data/dataset2_raw/train/a_10_0_png_jpg.rf.5e5625f677d93b078f03df4f462cabb0.jpg,data/dataset2/masks/train/a_10_0_png_jpg.rf.5e5625f677d93b078f03df4f462cabb0.png,segment crack,crack,train
crack_cracking454_jpg.rf.3695389f6b39af73ca46d86e66f2d3e0,data/dataset2_raw/train/cracking454_jpg.rf.3695389f6b39af73ca46d86e66f2d3e0.jpg,data/dataset2/masks/train/cracking454_jpg.rf.3695389f6b39af73ca46d86e66f2d3e0.png,segment wall crack,crack,train
crack_7_jpg.rf.0a1002f8eb967ad868f30f3ddcc273f8,data/dataset2_raw/train/7_jpg.rf.0a1002f8eb967ad868f30f3ddcc273f8.jpg,data/dataset2/masks/train/7_jpg.rf.0a1002f8eb967ad868f30f3ddcc273f8.png,segment wall crack,crack,train
crack_3819_jpg.rf.35642c23e0da25e42de58f9fc25d0dfa,data/dataset2_raw/train/3819_jpg.rf.35642c23e0da25e42de58f9fc25d0dfa.jpg,data/dataset2/masks/train/3819_jpg.rf.35642c23e0da25e42de58f9fc25d0dfa.png,segment crack,crack,train
crack_brick_cracking42_jpg.rf.608265b8f773b25449a1aadd3b8360a9,data/dataset2_raw/train/brick_cracking42_jpg.rf.608265b8f773b25449a1aadd3b8360a9.jpg,data/dataset2/masks/train/brick_cracking42_jpg.rf.608265b8f773b25449a1aadd3b8360a9.png,segment wall crack,crack,train
crack_images40_jpg.rf.7658d1590d27cb371c9b9cd33f94f161,data/dataset2_raw/train/images40_jpg.rf.7658d1590d27cb371c9b9cd33f94f161.jpg,data/dataset2/masks/train/images40_jpg.rf.7658d1590d27cb371c9b9cd33f94f161.png,segment crack,crack,train
crack_2522_jpg.rf.2823928d54f3e72b47eb09a98bff6209,data/dataset2_raw/train/2522_jpg.rf.2823928d54f3e72b47eb09a98bff6209.jpg,data/dataset2/masks/train/2522_jpg.rf.2823928d54f3e72b47eb09a98bff6209.png,segment wall crack,crack,train
crack_cracking0102110_jpg.rf.ac046de07f06c50711a7e9c27f8d581e,data/dataset2_raw/train/cracking0102110_jpg.rf.ac046de07f06c50711a7e9c27f8d581e.jpg,data/dataset2/masks/train/cracking0102110_jpg.rf.ac046de07f06c50711a7e9c27f8d581e.png,segment crack,crack,train
crack_brick_cracking42_jpg.rf.cf843e2d32ecefe10ddbe91ab053d633,data/dataset2_raw/train/brick_cracking42_jpg.rf.cf843e2d32ecefe10ddbe91ab053d633.jpg,data/dataset2/masks/train/brick_cracking42_jpg.rf.cf843e2d32ecefe10ddbe91ab053d633.png,segment crack,crack,train
crack_crack234_jpg.rf.e2e4ebd0c27ff5e95764efd88dd1acc5,data/dataset2_raw/train/crack234_jpg.rf.e2e4ebd0c27ff5e95764efd88dd1acc5.jpg,data/dataset2/masks/train/crack234_jpg.rf.e2e4ebd0c27ff5e95764efd88dd1acc5.png,segment wall crack,crack,train
crack_3483_jpg.rf.14f30812c7e2a89ad4a44dab42230952,data/dataset2_raw/train/3483_jpg.rf.14f30812c7e2a89ad4a44dab42230952.jpg,data/dataset2/masks/train/3483_jpg.rf.14f30812c7e2a89ad4a44dab42230952.png,segment crack,crack,train
crack_a_13_6_png_jpg.rf.92effe79fc564ec7bf4ee683ef9f9127,data/dataset2_raw/train/a_13_6_png_jpg.rf.92effe79fc564ec7bf4ee683ef9f9127.jpg,data/dataset2/masks/train/a_13_6_png_jpg.rf.92effe79fc564ec7bf4ee683ef9f9127.png,segment crack,crack,train
crack_beams_shear_failure-10_jpg.rf.16ff035514fe6696407a05cdb8f5120c,data/dataset2_raw/train/beams_shear_failure-10_jpg.rf.16ff035514fe6696407a05cdb8f5120c.jpg,data/dataset2/masks/train/beams_shear_failure-10_jpg.rf.16ff035514fe6696407a05cdb8f5120c.png,segment wall crack,crack,train
crack_beams_shear_failure-42_jpg.rf.04d201760031bd57485dce1a5bfea21b,data/dataset2_raw/train/beams_shear_failure-42_jpg.rf.04d201760031bd57485dce1a5bfea21b.jpg,data/dataset2/masks/train/beams_shear_failure-42_jpg.rf.04d201760031bd57485dce1a5bfea21b.png,segment wall crack,crack,train
crack_concrete_cracks16_jpg.rf.eee44da5d7f063b72462c137c39fb9cd,data/dataset2_raw/train/concrete_cracks16_jpg.rf.eee44da5d7f063b72462c137c39fb9cd.jpg,data/dataset2/masks/train/concrete_cracks16_jpg.rf.eee44da5d7f063b72462c137c39fb9cd.png,segment crack,crack,train
crack_3163_jpg.rf.80c25cdd06386c59a849f5c73442fb5e,data/dataset2_raw/train/3163_jpg.rf.80c25cdd06386c59a849f5c73442fb5e.jpg,data/dataset2/masks/train/3163_jpg.rf.80c25cdd06386c59a849f5c73442fb5e.png,segment wall crack,crack,train
crack_crack290_jpg.rf.81f7d91114c37889331798768716a85f,data/dataset2_raw/train/crack290_jpg.rf.81f7d91114c37889331798768716a85f.jpg,data/dataset2/masks/train/crack290_jpg.rf.81f7d91114c37889331798768716a85f.png,segment wall crack,crack,train
crack_crack283_jpg.rf.fc120c4d0f1da2fbf52de782bcdbc21d,data/dataset2_raw/train/crack283_jpg.rf.fc120c4d0f1da2fbf52de782bcdbc21d.jpg,data/dataset2/masks/train/crack283_jpg.rf.fc120c4d0f1da2fbf52de782bcdbc21d.png,segment wall crack,crack,train
crack_Image_-424-_jpg.rf.95a7f569e98dd4d9106f8e969c95da7b,data/dataset2_raw/train/Image_-424-_jpg.rf.95a7f569e98dd4d9106f8e969c95da7b.jpg,data/dataset2/masks/train/Image_-424-_jpg.rf.95a7f569e98dd4d9106f8e969c95da7b.png,segment crack,crack,train
crack_3819_jpg.rf.95dcc3d54dc5d14775d2a26191c50f53,data/dataset2_raw/train/3819_jpg.rf.95dcc3d54dc5d14775d2a26191c50f53.jpg,data/dataset2/masks/train/3819_jpg.rf.95dcc3d54dc5d14775d2a26191c50f53.png,segment wall crack,crack,train
crack_cracking312_jpg.rf.d1bb0eaec0f854c83cff8db72a4aa47b,data/dataset2_raw/train/cracking312_jpg.rf.d1bb0eaec0f854c83cff8db72a4aa47b.jpg,data/dataset2/masks/train/cracking312_jpg.rf.d1bb0eaec0f854c83cff8db72a4aa47b.png,segment crack,crack,train
crack_cracking458_jpg.rf.711283662a28be5406dc5c0557bbc196,data/dataset2_raw/train/cracking458_jpg.rf.711283662a28be5406dc5c0557bbc196.jpg,data/dataset2/masks/train/cracking458_jpg.rf.711283662a28be5406dc5c0557bbc196.png,segment wall crack,crack,train
crack_a_1_0_png_jpg.rf.629fc28a8018c57d4a76eead6cd523a1,data/dataset2_raw/train/a_1_0_png_jpg.rf.629fc28a8018c57d4a76eead6cd523a1.jpg,data/dataset2/masks/train/a_1_0_png_jpg.rf.629fc28a8018c57d4a76eead6cd523a1.png,segment crack,crack,train
crack_2359_jpg.rf.a820fd770ce119c9ed581095ff12f574,data/dataset2_raw/train/2359_jpg.rf.a820fd770ce119c9ed581095ff12f574.jpg,data/dataset2/masks/train/2359_jpg.rf.a820fd770ce119c9ed581095ff12f574.png,segment crack,crack,train
crack_Basement-Wall-Crack-Repair_jpg.rf.a0d336c1d70a94826c47ce5de28ec4b8,data/dataset2_raw/train/Basement-Wall-Crack-Repair_jpg.rf.a0d336c1d70a94826c47ce5de28ec4b8.jpg,data/dataset2/masks/train/Basement-Wall-Crack-Repair_jpg.rf.a0d336c1d70a94826c47ce5de28ec4b8.png,segment wall crack,crack,train
crack_beams_shear_failure-37_jpg.rf.17ba6404b9709ff1b210957e0ffe9a55,data/dataset2_raw/train/beams_shear_failure-37_jpg.rf.17ba6404b9709ff1b210957e0ffe9a55.jpg,data/dataset2/masks/train/beams_shear_failure-37_jpg.rf.17ba6404b9709ff1b210957e0ffe9a55.png,segment crack,crack,train
crack_cracking92_jpg.rf.5433564f8ad84c2746b2c23425d5c64b,data/dataset2_raw/train/cracking92_jpg.rf.5433564f8ad84c2746b2c23425d5c64b.jpg,data/dataset2/masks/train/cracking92_jpg.rf.5433564f8ad84c2746b2c23425d5c64b.png,segment crack,crack,train
crack_cracking0114_jpg.rf.235c3ac3e7b8ac94b9df6fbd9a2dee66,data/dataset2_raw/train/cracking0114_jpg.rf.235c3ac3e7b8ac94b9df6fbd9a2dee66.jpg,data/dataset2/masks/train/cracking0114_jpg.rf.235c3ac3e7b8ac94b9df6fbd9a2dee66.png,segment wall crack,crack,train
crack_00032_jpg.rf.ae3dbfef4ca379bf5541fdf4777cac93,data/dataset2_raw/train/00032_jpg.rf.ae3dbfef4ca379bf5541fdf4777cac93.jpg,data/dataset2/masks/train/00032_jpg.rf.ae3dbfef4ca379bf5541fdf4777cac93.png,segment wall crack,crack,train
crack_column_cracking0030_jpg.rf.7e7c2d7348a22c1f2d04321e97b633db,data/dataset2_raw/train/column_cracking0030_jpg.rf.7e7c2d7348a22c1f2d04321e97b633db.jpg,data/dataset2/masks/train/column_cracking0030_jpg.rf.7e7c2d7348a22c1f2d04321e97b633db.png,segment crack,crack,train
crack_crack239_jpg.rf.928f0c36e6efcf7af23549dadbf305b8,data/dataset2_raw/train/crack239_jpg.rf.928f0c36e6efcf7af23549dadbf305b8.jpg,data/dataset2/masks/train/crack239_jpg.rf.928f0c36e6efcf7af23549dadbf305b8.png,segment wall crack,crack,train
crack_crack216_jpg.rf.6b981ee6b513472dae62ebdb7d4bf04f,data/dataset2_raw/train/crack216_jpg.rf.6b981ee6b513472dae62ebdb7d4bf04f.jpg,data/dataset2/masks/train/crack216_jpg.rf.6b981ee6b513472dae62ebdb7d4bf04f.png,segment wall crack,crack,train
crack_3182_jpg.rf.938e0bea8fd54a3f6c41097ed3e08439,data/dataset2_raw/train/3182_jpg.rf.938e0bea8fd54a3f6c41097ed3e08439.jpg,data/dataset2/masks/train/3182_jpg.rf.938e0bea8fd54a3f6c41097ed3e08439.png,segment crack,crack,train
crack_cracking104_jpg.rf.a0d29774f485ecf488044db49c3ac116,data/dataset2_raw/train/cracking104_jpg.rf.a0d29774f485ecf488044db49c3ac116.jpg,data/dataset2/masks/train/cracking104_jpg.rf.a0d29774f485ecf488044db49c3ac116.png,segment crack,crack,train
crack_3360_jpg.rf.42e72dd9b3cf1f5279459c36599ba120,data/dataset2_raw/train/3360_jpg.rf.42e72dd9b3cf1f5279459c36599ba120.jpg,data/dataset2/masks/train/3360_jpg.rf.42e72dd9b3cf1f5279459c36599ba120.png,segment crack,crack,train
crack_crack319_jpg.rf.13358ab23303795bd96d3122e261524c,data/dataset2_raw/train/crack319_jpg.rf.13358ab23303795bd96d3122e261524c.jpg,data/dataset2/masks/train/crack319_jpg.rf.13358ab23303795bd96d3122e261524c.png,segment wall crack,crack,train
crack_14-144132_transparent-wall-cracks-png-wall-cracking-by-hole_png_jpg.rf.f1ed8125cbf59216a9a5fcfa090c3791,data/dataset2_raw/train/14-144132_transparent-wall-cracks-png-wall-cracking-by-hole_png_jpg.rf.f1ed8125cbf59216a9a5fcfa090c3791.jpg,data/dataset2/masks/train/14-144132_transparent-wall-cracks-png-wall-cracking-by-hole_png_jpg.rf.f1ed8125cbf59216a9a5fcfa090c3791.png,segment crack,crack,train
crack_crack375_jpg.rf.eb7e2fea4bf8199dbb30f7dc4f23a43d,data/dataset2_raw/train/crack375_jpg.rf.eb7e2fea4bf8199dbb30f7dc4f23a43d.jpg,data/dataset2/masks/train/crack375_jpg.rf.eb7e2fea4bf8199dbb30f7dc4f23a43d.png,segment wall crack,crack,train
crack_cracking458_jpg.rf.5ac5ab3fcf69a0d2a891b35d326d4b6a,data/dataset2_raw/train/cracking458_jpg.rf.5ac5ab3fcf69a0d2a891b35d326d4b6a.jpg,data/dataset2/masks/train/cracking458_jpg.rf.5ac5ab3fcf69a0d2a891b35d326d4b6a.png,segment crack,crack,train
crack_beams_shear_failure-10_jpg.rf.b0a6af04a0a086148585db215489e5ea,data/dataset2_raw/train/beams_shear_failure-10_jpg.rf.b0a6af04a0a086148585db215489e5ea.jpg,data/dataset2/masks/train/beams_shear_failure-10_jpg.rf.b0a6af04a0a086148585db215489e5ea.png,segment crack,crack,train
crack_closeup-shot-crack-concrete-wall-1024x629_jpg.rf.2a0daa8805bfd3f5dd9fce0e9c5c8036,data/dataset2_raw/train/closeup-shot-crack-concrete-wall-1024x629_jpg.rf.2a0daa8805bfd3f5dd9fce0e9c5c8036.jpg,data/dataset2/masks/train/closeup-shot-crack-concrete-wall-1024x629_jpg.rf.2a0daa8805bfd3f5dd9fce0e9c5c8036.png,segment crack,crack,train
crack_brick_cracking42_jpg.rf.9946d3110ad57125cc1d9446e3829e97,data/dataset2_raw/train/brick_cracking42_jpg.rf.9946d3110ad57125cc1d9446e3829e97.jpg,data/dataset2/masks/train/brick_cracking42_jpg.rf.9946d3110ad57125cc1d9446e3829e97.png,segment crack,crack,train
crack_brick_cracking52_jpg.rf.d998bc7174474fea0699b5985f3df265,data/dataset2_raw/train/brick_cracking52_jpg.rf.d998bc7174474fea0699b5985f3df265.jpg,data/dataset2/masks/train/brick_cracking52_jpg.rf.d998bc7174474fea0699b5985f3df265.png,segment wall crack,crack,train
crack_00033_jpg.rf.d1fb45154d299a96dd56092562218b01,data/dataset2_raw/train/00033_jpg.rf.d1fb45154d299a96dd56092562218b01.jpg,data/dataset2/masks/train/00033_jpg.rf.d1fb45154d299a96dd56092562218b01.png,segment wall crack,crack,train
crack_concrete_cracks6_jpg.rf.322c4ba5eff20c9f8600dc679481c136,data/dataset2_raw/train/concrete_cracks6_jpg.rf.322c4ba5eff20c9f8600dc679481c136.jpg,data/dataset2/masks/train/concrete_cracks6_jpg.rf.322c4ba5eff20c9f8600dc679481c136.png,segment wall crack,crack,train
crack_crack-xl-300x300_jpg.rf.45b60d992b0a936ea17ce55b2887dd86,data/dataset2_raw/train/crack-xl-300x300_jpg.rf.45b60d992b0a936ea17ce55b2887dd86.jpg,data/dataset2/masks/train/crack-xl-300x300_jpg.rf.45b60d992b0a936ea17ce55b2887dd86.png,segment wall crack,crack,train
crack_crack239_jpg.rf.25aedff4020e05e438b178b15c0e969a,data/dataset2_raw/train/crack239_jpg.rf.25aedff4020e05e438b178b15c0e969a.jpg,data/dataset2/masks/train/crack239_jpg.rf.25aedff4020e05e438b178b15c0e969a.png,segment wall crack,crack,train
crack_concrete_cracks5_jpg.rf.b975ee19cb8690eff291219d32a948f1,data/dataset2_raw/train/concrete_cracks5_jpg.rf.b975ee19cb8690eff291219d32a948f1.jpg,data/dataset2/masks/train/concrete_cracks5_jpg.rf.b975ee19cb8690eff291219d32a948f1.png,segment crack,crack,train
crack_crack283_jpg.rf.09b9a83efbf16a5400dc074785c494ee,data/dataset2_raw/train/crack283_jpg.rf.09b9a83efbf16a5400dc074785c494ee.jpg,data/dataset2/masks/train/crack283_jpg.rf.09b9a83efbf16a5400dc074785c494ee.png,segment crack,crack,train
crack_3353_jpg.rf.c2573e5cd8c0d9ff261c347a83a45bd4,data/dataset2_raw/train/3353_jpg.rf.c2573e5cd8c0d9ff261c347a83a45bd4.jpg,data/dataset2/masks/train/3353_jpg.rf.c2573e5cd8c0d9ff261c347a83a45bd4.png,segment wall crack,crack,train
crack_cracking148_jpg.rf.3e6dcb10212424ec8d1cb53bf709b90d,data/dataset2_raw/train/cracking148_jpg.rf.3e6dcb10212424ec8d1cb53bf709b90d.jpg,data/dataset2/masks/train/cracking148_jpg.rf.3e6dcb10212424ec8d1cb53bf709b90d.png,segment wall crack,crack,train
crack_3378_jpg.rf.2f349e4dcf03478b10afcc1c81984a0e,data/dataset2_raw/train/3378_jpg.rf.2f349e4dcf03478b10afcc1c81984a0e.jpg,data/dataset2/masks/train/3378_jpg.rf.2f349e4dcf03478b10afcc1c81984a0e.png,segment crack,crack,train
crack_3378_jpg.rf.cbce3c9bb148605a65e96179edc01ddd,data/dataset2_raw/train/3378_jpg.rf.cbce3c9bb148605a65e96179edc01ddd.jpg,data/dataset2/masks/train/3378_jpg.rf.cbce3c9bb148605a65e96179edc01ddd.png,segment wall crack,crack,train
crack_Image_-452-_jpg.rf.a91f711e051c53ffb7ee410962be244e,data/dataset2_raw/train/Image_-452-_jpg.rf.a91f711e051c53ffb7ee410962be244e.jpg,data/dataset2/masks/train/Image_-452-_jpg.rf.a91f711e051c53ffb7ee410962be244e.png,segment wall crack,crack,train
crack_cracking312_jpg.rf.5f3c65a2adb2343fdb03d83896f7f0d6,data/dataset2_raw/train/cracking312_jpg.rf.5f3c65a2adb2343fdb03d83896f7f0d6.jpg,data/dataset2/masks/train/cracking312_jpg.rf.5f3c65a2adb2343fdb03d83896f7f0d6.png,segment crack,crack,train
crack_cracking308_jpg.rf.7f8f356cd26f4531676ca8f982f72523,data/dataset2_raw/train/cracking308_jpg.rf.7f8f356cd26f4531676ca8f982f72523.jpg,data/dataset2/masks/train/cracking308_jpg.rf.7f8f356cd26f4531676ca8f982f72523.png,segment wall crack,crack,train
crack_crack377_jpg.rf.c7a41e97b54cde45f0162f6150e50753,data/dataset2_raw/train/crack377_jpg.rf.c7a41e97b54cde45f0162f6150e50753.jpg,data/dataset2/masks/train/crack377_jpg.rf.c7a41e97b54cde45f0162f6150e50753.png,segment wall crack,crack,train
crack_a_0_31_png_jpg.rf.c0cdd586aa26c8123c52dd7c7e18d98e,data/dataset2_raw/train/a_0_31_png_jpg.rf.c0cdd586aa26c8123c52dd7c7e18d98e.jpg,data/dataset2/masks/train/a_0_31_png_jpg.rf.c0cdd586aa26c8123c52dd7c7e18d98e.png,segment wall crack,crack,train
crack_2524_jpg.rf.d5ca22a5cfd48978cc8fae6fc4638bd7,data/dataset2_raw/train/2524_jpg.rf.d5ca22a5cfd48978cc8fae6fc4638bd7.jpg,data/dataset2/masks/train/2524_jpg.rf.d5ca22a5cfd48978cc8fae6fc4638bd7.png,segment wall crack,crack,train
crack_2522_jpg.rf.aa7bc40a1dc1a2f1701f226bf806d128,data/dataset2_raw/train/2522_jpg.rf.aa7bc40a1dc1a2f1701f226bf806d128.jpg,data/dataset2/masks/train/2522_jpg.rf.aa7bc40a1dc1a2f1701f226bf806d128.png,segment wall crack,crack,train
crack_2464_jpg.rf.8b6f1f0051f415de5060f730f6b430ed,data/dataset2_raw/train/2464_jpg.rf.8b6f1f0051f415de5060f730f6b430ed.jpg,data/dataset2/masks/train/2464_jpg.rf.8b6f1f0051f415de5060f730f6b430ed.png,segment wall crack,crack,train
crack_2530_jpg.rf.df5eefd66fef85d37ccf9cdc671ee2c9,data/dataset2_raw/train/2530_jpg.rf.df5eefd66fef85d37ccf9cdc671ee2c9.jpg,data/dataset2/masks/train/2530_jpg.rf.df5eefd66fef85d37ccf9cdc671ee2c9.png,segment crack,crack,train
